Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
World Market	913.00	36		0.0	1.0	4.5	96%	1	0	1	2020-07-15 16:11:17.333846
Stonehenge Retail	949.00	191		36.0	1.0394	4	82%	1	0	0	2020-07-15 16:11:17.333846
Bag Square	1170.00	19		257.0	1.2815	4	80%	1	0	0	2020-07-15 16:11:17.333846
Cloud retail india	1199.00	9		286.0	1.3133	4	78%	0	0	0	2020-07-15 16:11:17.333846
Traders JM	1199.00	13	9-11 days	286.0	1.3133	5	100%	0	0	0	2020-07-15 16:11:17.333846
