Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
SanSac Global	1398.00	8		0.0	1.0	2.5	50%	1	0	1	2020-07-16 17:03:57.417294
Earth industries	1599.00	29	8-10 days	201.0	1.1438	3	44%	0	0	0	2020-07-16 17:03:57.417294
