Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Raptor Sports	498.00	116		0.0	1.0	4	71%	1	0	1	2020-08-28 13:48:33.523796
Cloudtail India	515.00			17.0	1.0341	4.5	89%	1	1	0	2020-08-28 13:48:33.523796
