Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cart2India Online	14060.00		15-22 days	0.0	1.0	3	48%	0	0	1	2020-08-29 06:21:06.633113
Cart2India SLP	14060.00		15-22 days	0.0	1.0	3	46%	0	0	0	2020-08-29 06:21:06.633113
BigHub	14180.00	457	24-32 days	120.0	1.0085	4.5	94%	0	0	0	2020-08-29 06:21:06.633113
Kiron	26020.00	481	23-31 days	11960.0	1.8506	5	100%	0	0	0	2020-08-29 06:21:06.633113
