Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
LAHAR SELECTION	900.00		8-9 days	0.0	1.0			0	0	1	2020-07-14 18:24:56.296566
SAVERA ENTERPRISES	1195.00			295.0	1.3278	4	79%	1	0	0	2020-07-14 18:24:56.296566
The Skool Shoppe	1340.00	33	8-10 days	440.0	1.4889			0	0	0	2020-07-14 18:24:56.296566
Harricane	1500.00		7-8 days	600.0	1.6667	3.5	66%	0	0	0	2020-07-14 18:24:56.296566
Sh Bala Ji Bag House	1925.00		7-8 days	1025.0	2.1389			0	0	0	2020-07-14 18:24:56.296566
