Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cart2India Online	12187.00		15-22 days	0.0	1.0	3	50%	0	0	0	2020-09-05 17:47:54.656975
Color Papers	26029.00		20-29 days	13842.0	2.1358	3.5	60%	0	0	0	2020-09-05 17:47:54.656975
