Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Appario Retail Private Ltd	819.00			0.0	1.0	4.5	88%	1	1	1	2020-09-05 17:47:54.656975
K S EMPOREUM	819.00	6		0.0	1.0	1.5	0%	0	0	0	2020-09-05 17:47:54.656975
Crystal Computers & Suppliers	899.00	93	9-10 days	80.0	1.0977	4	79%	0	0	0	2020-09-05 17:47:54.656975
TeChno Electronics	930.00	92		111.0	1.1355	4	71%	0	0	0	2020-09-05 17:47:54.656975
Cart2India SLP	3530.00		15-22 days	2711.0	4.3101	3	47%	0	0	0	2020-09-05 17:47:54.656975
