Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
E-Shop Retail	1027.00	81		0.0	1.0	4.5	86%	1	0	1	2020-08-02 08:40:02.817372
RS ENTERPRISES	1028.00	19		1.0	1.001	4	79%	1	0	0	2020-08-02 08:40:02.817372
TODAY'S DEAL	1059.00			32.0	1.0312	4	80%	1	0	0	2020-08-02 08:40:02.817372
DEALS AMAZING	1059.00			32.0	1.0312	4	80%	1	0	0	2020-08-02 08:40:02.817372
A Bags world	1059.50	62		32.5	1.0316	3.5	69%	1	0	0	2020-08-02 08:40:02.817372
BAGS HI BAG	1063.00	72		36.0	1.0351	3.5	68%	1	0	0	2020-08-02 08:40:02.817372
THE CONNECT	1066.00	8	9-10 days	39.0	1.038	4	75%	0	0	0	2020-08-02 08:40:02.817372
E-TECH RETAIL	1099.00	1	8-10 days	72.0	1.0701	5	100%	0	0	0	2020-08-02 08:40:02.817372
CONCEPTENTERPRISES	1199.00		8-9 days	172.0	1.1675			0	0	0	2020-08-02 08:40:02.817372
TRENZY WORLD	1247.00			220.0	1.2142	4	100%	0	0	0	2020-08-02 08:40:02.817372
E-Shop Retail	1027.00	1		0.0	1.0	4.5	86%	1	0	1	2020-08-02 08:40:02.817372
BAGS HI BAG	1063.00	81		36.0	1.0351	3.5	68%	1	0	0	2020-08-02 08:40:02.817372
E-TECH RETAIL	1099.00	72	8-10 days	72.0	1.0701	5	100%	0	0	0	2020-08-02 08:40:02.817372
CONCEPTENTERPRISES	1199.00	1	8-9 days	172.0	1.1675			0	0	0	2020-08-02 08:40:02.817372
Viva Bags	1249.00			222.0	1.2162	4	75%	0	0	0	2020-08-02 08:40:02.817372
BagStop	1175.00		10-14 days	148.0	1.1441	3.5	57%	0	0	0	2020-08-02 08:40:02.817372
Backpack World	1290.00	8		263.0	1.2561	4	83%	0	0	0	2020-08-02 08:40:02.817372
Deepsum Bags	1900.00	58	7-8 days	873.0	1.85	5	100%	0	0	0	2020-08-02 08:40:02.817372
gsienterprises	1918.00			891.0	1.8676	3	50%	0	0	0	2020-08-02 08:40:02.817372
Backpack World	1290.00	4		263.0	1.2561	4	83%	0	0	0	2020-08-02 08:40:02.817372
