Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Stonehenge Retail	779.00	192		0.0	1.0	4	82%	1	0	1	2020-07-24 21:37:37.027134
BAG STREET	779.00	377		0.0	1.0	4.5	91%	1	0	0	2020-07-24 21:37:37.027134
Adventure Hut	880.00	9		101.0	1.1297	3	56%	0	0	0	2020-07-24 21:37:37.027134
VISION CORPORATION	902.00	43		123.0	1.1579	4.5	98%	1	0	0	2020-07-24 21:37:37.027134
Harricane	941.00	250		162.0	1.208	3.5	66%	1	0	0	2020-07-24 21:37:37.027134
Bag Square	999.00	19	9-11 days	220.0	1.2824	4	80%	0	0	0	2020-07-24 21:37:37.027134
