Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
E-Shop Retail	1099.00	80		0.0	1.0	4.5	85%	1	0	1	2020-07-25 20:43:02.003067
Earth industries	1199.00	29	12-13 days	100.0	1.091	3	44%	0	0	0	2020-07-25 20:43:02.003067
BAGSANDLUGGAGE	1200.00	36	11-12 days	101.0	1.0919	2.5	43%	0	0	0	2020-07-25 20:43:02.003067
Desert Retail	1336.00	28		237.0	1.2157	4	79%	0	0	0	2020-07-25 20:43:02.003067
TODAY'S DEAL	1699.00			600.0	1.546	4	80%	1	0	0	2020-07-25 20:43:02.003067
Shiv Shakti Bag House	1890.00			791.0	1.7197			0	0	0	2020-07-25 20:43:02.003067
