Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	569.00			0.0	1.0	4.5	90%	1	1	1	2020-07-30 02:04:43.860196
Olympia Industries Ltd	570.00			1.0	1.0018	4.5	89%	1	0	0	2020-07-30 02:04:43.860196
Discount Junction	899.00	416		330.0	1.58	3.5	62%	0	0	0	2020-07-30 02:04:43.860196
Timex Avtansh	899.00	2	6-7 days	330.0	1.58	5	100%	0	0	0	2020-07-30 02:04:43.860196
