Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Earth industries	669.00	29	8-9 days	0.0	1.0	3	44%	0	0	1	2020-07-29 19:41:45.909427
Cloudtail India	686.00			17.0	1.0254	4.5	90%	1	1	0	2020-07-29 19:41:45.909427
LVDV	2010.00	19		1341.0	3.0045	4	73%	0	0	0	2020-07-29 19:41:45.909427
