Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cart2India Online	12687.00		23-30 days	0.0	1.0	3	46%	0	0	0	2020-07-31 06:47:42.562148
Cart2India SLP	12687.00		23-30 days	0.0	1.0	3	44%	0	0	0	2020-07-31 06:47:42.562148
Kiron	27490.00	477	31-45 days	14803.0	2.1668	5	100%	0	0	0	2020-07-31 06:47:42.562148
