Price + Delivery	Condition	Seller Information	Delivery
  379.00 | Prime : Yes |  | Pay on Delivery eligible	New	uRead-Store | 4.5 out of 5 stars  | 92% positive | 25,146 total rating	Fullfilled by Amazon
  379.00 | Prime : Yes |  | Pay on Delivery eligible	New	Amazing_Buy | 4.5 out of 5 stars  | 95% positive | 17,789 total rating	Fullfilled by Amazon
  556.00 | Prime : No | 	New	Bookswagon | 4 out of 5 stars  | 70% positive | 6,387 total rating	Not fulfilled by Amazon | 9-16 days
  600.00 | Prime : No | 	New	Bookswagon | 4 out of 5 stars  | 70% positive | 6,387 total rating	Not fulfilled by Amazon | 6-9 days
  643.00 | Prime : No | 	New	Sunrise Book store | 3.5 out of 5 stars  | 61% positive | 1,359 total rating	Not fulfilled by Amazon | 11-18 days
  570.00 | Prime : No | 	New	Sunrise Book store | 3.5 out of 5 stars  | 61% positive | 1,359 total rating	Not fulfilled by Amazon | 4-8 days
  688.00 | Prime : No | 	New	Bookswagon | 4 out of 5 stars  | 70% positive | 6,387 total rating	Not fulfilled by Amazon | 9-16 days
  726.00 | Prime : No |  | Pay on Delivery eligible	Used - Good	JustBuyBooks | 3.5 out of 5 stars  | 69% positive | 26 total rating	Not fulfilled by Amazon | 27-37 days
  1,262.77 | Prime : No | 	New	Fast Media 2 | 4 out of 5 stars  | 72% positive | 6,006 total rating	Not fulfilled by Amazon | 15-23 days
  2,716.00 | Prime : No | 	New	etohfa | 5 out of 5 stars  | 100% positive | 23 total rating	Not fulfilled by Amazon | 24-31 days
  551.00 | Prime : No | +   200.00 Delivery	New	Sunrise Book store | 3.5 out of 5 stars  | 61% positive | 1,359 total rating	Not fulfilled by Amazon | 8-15 days
