Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1199.00			0.0	1.0	4.5	89%	1	1	1	2020-09-05 09:27:35.096096
CS RETAIL	2798.00	73	9-13 days	1599.0	2.3336	3	48%	0	0	0	2020-09-05 09:27:35.096096
