Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1348.00	20		0.0	1.0	4	80%	1	0	1	2020-08-25 16:14:39.740452
Catchy Bags	1349.00	124		1.0	1.0007	4.5	94%	1	0	0	2020-08-25 16:14:39.740452
JKM ENTERPRISES INDIA	1349.00	4	7-8 days	1.0	1.0007	3.5	75%	0	0	0	2020-08-25 16:14:39.740452
Earth industries	1349.00	30	7-8 days	1.0	1.0007	3	42%	0	0	0	2020-08-25 16:14:39.740452
DEALS AMAZING	1397.00			49.0	1.0364	4	77%	1	0	0	2020-08-25 16:14:39.740452
EVAN	1397.00			49.0	1.0364	4.5	94%	1	0	0	2020-08-25 16:14:39.740452
E-Shop Retail	1397.00	84		49.0	1.0364	4.5	88%	1	0	0	2020-08-25 16:14:39.740452
TODAY'S DEAL	1397.00			49.0	1.0364	4	80%	1	0	0	2020-08-25 16:14:39.740452
Safari's luggage world	1918.00	27	7-8 days	570.0	1.4228	4	74%	0	0	0	2020-08-25 16:14:39.740452
gsienterprises	1918.00	6	6-7 days	570.0	1.4228	3	50%	0	0	0	2020-08-25 16:14:39.740452
