Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	849.00			0.0	1.0	4.5	89%	1	1	1	2020-09-04 23:16:01.950195
FUR JADEN	899.00	773		50.0	1.0589	4	87%	1	0	0	2020-09-04 23:16:01.950195
