Price + Delivery	Condition	Seller Information	Delivery
  516.00 | Prime : No | FREE Delivery | FREE Delivery. Details	New	Cloudtail India | 4.5 out of 5 stars  | 89% positive | 1,322,954 total rating	Fullfilled by Amazon
  599.00 | Prime : No | FREE Delivery | FREE Delivery.	New	LAVIE* | 4 out of 5 stars  | 100% positive | 2 total rating	Not fulfilled by Amazon | 12-13 days
