Price + Delivery	Condition	Seller Information	Delivery
  1,375.00 | Prime : Yes |  |   1,375.00	New	Net Distribution Services Pvt. Ltd | 4.5 out of 5 stars  | 85% positive | 776 total rating	Fullfilled by Amazon
  1,376.00 | Prime : Yes |  |   1,376.00	New	Cloudtail India | 4.5 out of 5 stars  | 90% positive | 1,312,501 total rating	Fullfilled by Amazon
  1,549.00 | Prime : No |  | +   99.00 Delivery	New	FASHION BAG KOTA | 1 out of 5 stars  | 0% positive. | 1 ratin	Not fulfilled by Amazon | 8-10 days
