Price + Delivery	Condition	Seller Information	Delivery
  940.00 | Prime : Yes |  |   940.00	New	Buy More | 4 out of 5 stars  | 84% positive | 12,988 total rating	Fullfilled by Amazon
  942.00 | Prime : Yes |  |   942.00	New	Cloudtail India | 4.5 out of 5 stars  | 90% positive | 1,312,662 total rating	Fullfilled by Amazon
  1,299.00 | Prime : No |  | FREE Delivery.	New	Discount Junction | 3.5 out of 5 stars  | 64% positive | 410 total rating	Not fulfilled by Amazon
  1,299.00 | Prime : No |  | FREE Delivery.	New	Timex Avtansh | 5 out of 5 stars  | 100% positive | 1 total rating	Not fulfilled by Amazon | 6-9 days
