Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
E-Shop Retail	1030.00	79		0.0	1.0	4.5	83%	1	0	1	2020-07-15 23:30:19.870011
EFLIP BAGGSKART ECOMMERCE PVT LTD	1030.00	35	7-8 days	0.0	1.0	2.5	41%	0	0	0	2020-07-15 23:30:19.870011
E-TECH RETAIL	1040.00	1	8-11 days	10.0	1.0097	5	100%	0	0	0	2020-07-15 23:30:19.870011
TODAY'S DEAL	1057.00			27.0	1.0262	4	81%	1	0	0	2020-07-15 23:30:19.870011
AnandEnterprisesForU	1058.00	11		28.0	1.0272	3.5	73%	1	0	0	2020-07-15 23:30:19.870011
A Bags world	1059.50	62		29.5	1.0286	3.5	71%	1	0	0	2020-07-15 23:30:19.870011
DEALS AMAZING	1062.00			32.0	1.0311	4	81%	1	0	0	2020-07-15 23:30:19.870011
BAGS HI BAG	1063.00	70		33.0	1.032	4	71%	1	0	0	2020-07-15 23:30:19.870011
THE CONNECT	1066.00	9	18-19 days	36.0	1.035	3.5	67%	0	0	0	2020-07-15 23:30:19.870011
cloudind	1130.00			100.0	1.0971	4.5	87%	0	0	0	2020-07-15 23:30:19.870011
