Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Barman Retail	290.00	59		0.0	1.0	4.5	91%	1	0	1	2020-09-05 05:06:49.844467
SiH	295.00	44		5.0	1.0172	4.5	93%	1	0	0	2020-09-05 05:06:49.844467
BAGS KART	300.00	83		10.0	1.0345	4.5	94%	1	0	0	2020-09-05 05:06:49.844467
Desert Retail	301.00	28		11.0	1.0379	4	79%	0	0	0	2020-09-05 05:06:49.844467
Cloudtail India	320.00			30.0	1.1034	4.5	89%	1	1	0	2020-09-05 05:06:49.844467
Ganesh bag emporium	298.00		6-8 days	8.0	1.0276			0	0	0	2020-09-05 05:06:49.844467
Pass ki dukan	291.00		6-8 days	1.0	1.0034	4.5	87%	0	0	0	2020-09-05 05:06:49.844467
Festivals	369.00	15		79.0	1.2724	3.5	63%	1	0	0	2020-09-05 05:06:49.844467
Smart BuyBox	300.00		9-11 days	10.0	1.0345	3	50%	0	0	0	2020-09-05 05:06:49.844467
INDIA'S BEST COMPETITIVE PRICES	295.00	10	9-11 days	5.0	1.0172	2.5	34%	0	0	0	2020-09-05 05:06:49.844467
Bombay Bag House	399.00	73		109.0	1.3759			0	0	0	2020-09-05 05:06:49.844467
Big Bazaar	449.00			159.0	1.5483	3.5	61%	1	0	0	2020-09-05 05:06:49.844467
Shiva Assosciates	699.00			409.0	2.4103	3	50%	0	0	0	2020-09-05 05:06:49.844467
