Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	949.00			0.0	1.0	4.5	89%	1	1	1	2020-09-05 05:06:49.844467
Big Bazaar	1225.00			276.0	1.2908	3.5	61%	1	0	0	2020-09-05 05:06:49.844467
