Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
spinfotech	889.00	304		0.0	1.0	4.5	90%	1	0	1	2020-07-31 13:04:32.069143
IT Peripherals Deals	940.00	76		51.0	1.0574	4.5	83%	0	0	0	2020-07-31 13:04:32.069143
The Best Dealzz	990.00	37		101.0	1.1136	4.5	88%	1	0	0	2020-07-31 13:04:32.069143
The Best Dealzz	1090.00	37	9-10 days	201.0	1.2261	4.5	88%	0	0	0	2020-07-31 13:04:32.069143
Jyoti Infocom	940.00	89		51.0	1.0574	4	80%	0	0	0	2020-07-31 13:04:32.069143
