Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	789.00			40.0	1.0534	4.5	89%	1	1	1	2020-08-03 12:21:30.970453
P&J SHOPPING STORE	749.00		7-8 days	0.0	1.0			0	0	0	2020-08-03 12:21:30.970453
LVDV	1600.00		8-9 days	851.0	2.1362	4	73%	0	0	0	2020-08-03 12:21:30.970453
