Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
HARI TRADERS	435.00	68	8-9 days	0.0	1.0	4	69%	0	0	1	2020-08-03 12:21:30.970453
Shop-Box	899.00	192		464.0	2.0667	3	43%	0	0	0	2020-08-03 12:21:30.970453
