Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
POLESTAR-BAGS	560.07			0.0	1.0	4.5	95%	1	0	1	2020-08-26 10:16:03.762312
SSLUGGAGE	899.00		1-5 days	338.93	1.6052			0	0	0	2020-08-26 10:16:03.762312
