Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Buy More	1399.00			0.0	1.0	4	85%	1	0	0	2020-08-01 02:55:37.217757
Cloudtail India	1400.00			1.0	1.0007	4.5	89%	1	1	1	2020-08-01 02:55:37.217757
Discount Junction	1749.00	417		350.0	1.2502	3.5	61%	0	0	0	2020-08-01 02:55:37.217757
Timex Avtansh	1749.00	2	6-8 days	350.0	1.2502	5	100%	0	0	0	2020-08-01 02:55:37.217757
