Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
ELITE BAGS	1440.00	302		0.0	1.0	4.5	85%	0	0	1	2020-07-28 12:49:16.819205
GXB Online	1456.00	28	8-9 days	16.0	1.0111	4.5	100%	0	0	0	2020-07-28 12:49:16.819205
INDIA GLOBAL TRADING	1645.00	14		205.0	1.1424	4.5	100%	0	0	0	2020-07-28 12:49:16.819205
Visions India	1649.00	722		209.0	1.1451	4.5	86%	1	0	0	2020-07-28 12:49:16.819205
Ocean Bag	1599.00	6	6-7 days	159.0	1.1104	4.5	83%	0	0	0	2020-07-28 12:49:16.819205
Nasher Miles Private Limited	1720.00			280.0	1.1944	5	97%	1	0	0	2020-07-28 12:49:16.819205
Dolly Bags	1880.00		6-7 days	440.0	1.3056			0	0	0	2020-07-28 12:49:16.819205
