Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1160.00	70		0.0	1.0	4	82%	1	0	1	2020-07-27 11:34:28.178018
Cloudtail India	1181.00			21.0	1.0181	4.5	90%	1	1	0	2020-07-27 11:34:28.178018
Buy More	1399.00			239.0	1.206	4	84%	1	0	0	2020-07-27 11:34:28.178018
Dolly Bags	1689.00		6-7 days	529.0	1.456			0	0	0	2020-07-27 11:34:28.178018
