Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Rastogi Bag House	1449.00	19		0.0	1.0	4	74%	0	0	0	2020-08-03 01:09:05.316664
Olympia Industries Ltd	1460.00			11.0	1.0076	4.5	89%	1	0	1	2020-08-03 01:09:05.316664
Cloudtail India	1628.00			179.0	1.1235	4.5	89%	1	1	0	2020-08-03 01:09:05.316664
