Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
JKM ENTERPRISES INDIA	1040.00	3		0.0	1.0	3.5	67%	1	0	0	2020-08-03 01:09:05.316664
Atlantic LLC	1041.00	70		1.0	1.001	4	82%	1	0	1	2020-08-03 01:09:05.316664
AnandEnterprisesForU	1042.00	11		2.0	1.0019	3.5	73%	1	0	0	2020-08-03 01:09:05.316664
Nasher Miles Private Limited	1079.00			39.0	1.0375	5	96%	1	0	0	2020-08-03 01:09:05.316664
Buy More	1399.00			359.0	1.3452	4	85%	1	0	0	2020-08-03 01:09:05.316664
Shantam International	1639.00	6		599.0	1.576	4	83%	0	0	0	2020-08-03 01:09:05.316664
