Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1095.00	70		0.0	1.0	4	83%	1	0	0	2020-07-15 21:24:51.325597
Cloudtail India	1099.00			4.0	1.0037	4.5	90%	1	1	1	2020-07-15 21:24:51.325597
E-TECH RETAIL	1180.00	1	8-11 days	85.0	1.0776	5	100%	0	0	0	2020-07-15 21:24:51.325597
Deals7x24	1210.00	44	8-11 days	115.0	1.105	4	74%	0	0	0	2020-07-15 21:24:51.325597
