Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Easy Home Deals	1412.00	352		0.0	1.0	4	74%	1	0	0	2020-08-26 23:59:47.583144
Cloudtail India	1413.00			1.0	1.0007	4.5	89%	1	1	1	2020-08-26 23:59:47.583144
Husamsons	2099.00	112	5-6 days	687.0	1.4865	4	83%	0	0	0	2020-08-26 23:59:47.583144
