Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
E-Shop Retail	1025.00	84		0.0	1.0	4.5	88%	1	0	1	2020-08-26 23:59:47.583144
RS ENTERPRISES	1025.00	20		0.0	1.0	4	80%	1	0	0	2020-08-26 23:59:47.583144
Catchy Bags	1150.00	124		125.0	1.122	4.5	94%	1	0	0	2020-08-26 23:59:47.583144
Earth industries	1229.00	30	7-8 days	204.0	1.199	3	42%	0	0	0	2020-08-26 23:59:47.583144
JKM ENTERPRISES INDIA	1266.00	4	7-8 days	241.0	1.2351	3.5	75%	0	0	0	2020-08-26 23:59:47.583144
EVAN	1270.00			245.0	1.239	4.5	94%	1	0	0	2020-08-26 23:59:47.583144
TODAY'S DEAL	1397.00			372.0	1.3629	4	80%	1	0	0	2020-08-26 23:59:47.583144
DEALS AMAZING	1397.00			372.0	1.3629	4	77%	1	0	0	2020-08-26 23:59:47.583144
Safari's luggage world	1918.00	27	8-11 days	893.0	1.8712	4	74%	0	0	0	2020-08-26 23:59:47.583144
gsienterprises	1918.00	6	6-8 days	893.0	1.8712	3	50%	0	0	0	2020-08-26 23:59:47.583144
The Skool Shoppe	1918.00		8-10 days	893.0	1.8712			0	0	0	2020-08-26 23:59:47.583144
