Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1049.00	70		0.0	1.0	4	83%	1	0	1	2020-07-13 16:02:44.467187
Rastogi Bag House	1049.00	19		0.0	1.0	4	74%	0	0	0	2020-07-13 16:02:44.467187
WOMAN ERA	1049.00	7	8-9 days	0.0	1.0	4.5	86%	0	0	0	2020-07-13 16:02:44.467187
Cloudtail India	1405.00			356.0	1.3394	4.5	90%	1	1	0	2020-07-13 16:02:44.467187
Discount Junction	1949.00	409		900.0	1.858	3.5	64%	0	0	0	2020-07-13 16:02:44.467187
Timex Avtansh	1949.00	1	6-7 days	900.0	1.858	5	100%	0	0	0	2020-07-13 16:02:44.467187
