Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Easy Home Deals	1615.00	326		0.0	1.0	4	79%	1	0	0	2020-08-01 04:12:02.374054
Cloudtail India	1616.00			1.0	1.0006	4.5	89%	1	1	1	2020-08-01 04:12:02.374054
