Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
TODAY'S DEAL	1028.00			0.0	1.0	4	80%	1	0	1	2020-08-01 04:12:02.374054
DEALS AMAZING	1028.00			0.0	1.0	4	80%	1	0	0	2020-08-01 04:12:02.374054
AnandEnterprisesForU	1028.00	11		0.0	1.0	3.5	73%	1	0	0	2020-08-01 04:12:02.374054
RS ENTERPRISES	1028.00	19		0.0	1.0	4	79%	1	0	0	2020-08-01 04:12:02.374054
BAGSANDLUGGAGE	1028.00	36	11-15 days	0.0	1.0	2.5	45%	0	0	0	2020-08-01 04:12:02.374054
Earth industries	1048.00	29		20.0	1.0195	3	44%	1	0	0	2020-08-01 04:12:02.374054
A Bags world	1059.50	62		31.5	1.0306	3.5	69%	1	0	0	2020-08-01 04:12:02.374054
BAGS HI BAG	1063.00	72		35.0	1.034	3.5	68%	1	0	0	2020-08-01 04:12:02.374054
THE CONNECT	1066.00	8	8-9 days	38.0	1.037	4	75%	0	0	0	2020-08-01 04:12:02.374054
E-TECH RETAIL	1099.00	1	9-11 days	71.0	1.0691	5	100%	0	0	0	2020-08-01 04:12:02.374054
cloudind	1130.00			102.0	1.0992	4.5	93%	0	0	0	2020-08-01 04:12:02.374054
CONCEPTENTERPRISES	1199.00			171.0	1.1663			0	0	0	2020-08-01 04:12:02.374054
Standard enterprise	1247.00		11-15 days	219.0	1.213	4	100%	0	0	0	2020-08-01 04:12:02.374054
Viva Bags	1249.00	1	6-8 days	221.0	1.215	4	75%	0	0	0	2020-08-01 04:12:02.374054
BagStop	1175.00	8	10-11 days	147.0	1.143	3.5	57%	0	0	0	2020-08-01 04:12:02.374054
Backpack World	1290.00	58		262.0	1.2549	4	85%	0	0	0	2020-08-01 04:12:02.374054
Deepsum Bags	1900.00		6-8 days	872.0	1.8482	5	100%	0	0	0	2020-08-01 04:12:02.374054
gsienterprises	1918.00	4		890.0	1.8658	3	50%	0	0	0	2020-08-01 04:12:02.374054
