Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Appario Retail Private Ltd	1863.00			0.0	1.0	4.5	88%	1	1	1	2020-07-31 22:09:14.250954
TPS Technologies	2149.00			286.0	1.1535	4.5	89%	1	0	0	2020-07-31 22:09:14.250954
