Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
JAI GANESH BAG HOUSE	835.00	37		0.0	1.0	5	96%	1	0	1	2020-07-29 16:16:22.963998
BAG STREET	840.00	379		5.0	1.006	4.5	91%	1	0	0	2020-07-29 16:16:22.963998
Titan Company LTD	995.00	133	8-9 days	160.0	1.1916	4.5	85%	0	0	0	2020-07-29 16:16:22.963998
