Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	2695.00			0.0	1.0	4.5	90%	1	1	1	2020-07-29 16:16:22.963998
RoadGods	2699.00		7-8 days	4.0	1.0015	4.5	82%	0	0	0	2020-07-29 16:16:22.963998
