Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
E-Shop Retail	1214.00	84		0.0	1.0	4.5	88%	1	0	1	2020-08-30 10:45:03.807916
Earth industries	1214.00	31	6-7 days	0.0	1.0	3	45%	0	0	0	2020-08-30 10:45:03.807916
TODAY'S DEAL	1215.00			1.0	1.0008	4	79%	1	0	0	2020-08-30 10:45:03.807916
DEALS AMAZING	1215.00			1.0	1.0008	4	77%	1	0	0	2020-08-30 10:45:03.807916
EVAN	1219.00			5.0	1.0041	4.5	94%	1	0	0	2020-08-30 10:45:03.807916
Catchy Bags	1250.00	124		36.0	1.0297	4.5	94%	1	0	0	2020-08-30 10:45:03.807916
Bhagwati Bag Center	1350.00			136.0	1.112			0	0	0	2020-08-30 10:45:03.807916
Safari's luggage world	1918.00		7-9 days	704.0	1.5799	4	74%	0	0	0	2020-08-30 10:45:03.807916
gsienterprises	1918.00	27	7-8 days	704.0	1.5799	3	50%	0	0	0	2020-08-30 10:45:03.807916
The Skool Shoppe	1918.00	6	7-9 days	704.0	1.5799			0	0	0	2020-08-30 10:45:03.807916
