Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	780.00			0.0	1.0	4.5	90%	1	1	1	2020-07-12 22:23:02.656776
GoTo Style Mart	1049.00			269.0	1.3449	4.5	96%	1	0	0	2020-07-12 22:23:02.656776
Buy More	1076.00			296.0	1.3795	4	85%	1	0	0	2020-07-12 22:23:02.656776
SAVERA ENTERPRISES	1195.00	33		415.0	1.5321	4	79%	1	0	0	2020-07-12 22:23:02.656776
Discount Junction	1399.00	408		619.0	1.7936	3.5	64%	0	0	0	2020-07-12 22:23:02.656776
Timex Avtansh	1399.00	1		619.0	1.7936	5	100%	0	0	0	2020-07-12 22:23:02.656776
