Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1330.00			0.0	1.0	4.5	90%	1	1	1	2020-07-13 07:29:15.595855
Atlantic LLC	1330.00	69		0.0	1.0	4	83%	1	0	0	2020-07-13 07:29:15.595855
