Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
SolutionS	1090.00	24		0.0	1.0	3	38%	1	0	0	2020-07-27 10:12:07.251908
Cloudtail India	1099.00			9.0	1.0083	4.5	90%	1	1	1	2020-07-27 10:12:07.251908
LAVIE*	1199.00	1		109.0	1.1	4	100%	0	0	0	2020-07-27 10:12:07.251908
