Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	989.00	70		0.0	1.0	4	81%	1	0	1	2020-09-05 20:15:16.607318
Catchy Bags	990.00	124		1.0	1.001	4.5	94%	1	0	0	2020-09-05 20:15:16.607318
MORE BUY	1008.90	39	8-11 days	19.9	1.0201	3	50%	0	0	0	2020-09-05 20:15:16.607318
Cloudtail India	1083.00			94.0	1.095	4.5	89%	1	1	0	2020-09-05 20:15:16.607318
Digitaly yours	1185.00	36	9-10 days	196.0	1.1982	3	53%	0	0	0	2020-09-05 20:15:16.607318
Backpack World	1199.00		6-8 days	210.0	1.2123	4	81%	0	0	0	2020-09-05 20:15:16.607318
BagStop	1350.00	58	9-10 days	361.0	1.365	3.5	57%	0	0	0	2020-09-05 20:15:16.607318
cloudind	1499.00		6-8 days	510.0	1.5157	4.5	94%	0	0	0	2020-09-05 20:15:16.607318
Harricane	1500.00	256	8-10 days	511.0	1.5167	3.5	66%	0	0	0	2020-09-05 20:15:16.607318
TRENZY WORLD	1550.00	1	10-11 days	561.0	1.5672	4	100%	0	0	0	2020-09-05 20:15:16.607318
Brands India	1590.00	253		601.0	1.6077	4	89%	1	0	0	2020-09-05 20:15:16.607318
V-THREE	1960.00	4	5-8 days	971.0	1.9818	4	75%	0	0	0	2020-09-05 20:15:16.607318
Purvas Shoppe	2240.00	19	8-10 days	1251.0	2.2649	4.5	95%	0	0	0	2020-09-05 20:15:16.607318
