Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Click At Luggage	1740.00	714		0.0	1.0	4.5	95%	1	0	1	2020-09-06 07:29:14.002385
CHVE	1899.00	42	9-10 days	159.0	1.0914	4.5	92%	0	0	0	2020-09-06 07:29:14.002385
