Price + Delivery	Condition	Seller Information	Delivery
  999.00 | Prime : Yes |  |   999.00	New	Dell-Trusted-Partner | 4 out of 5 stars  | 73% positive | 138 total rating	Fullfilled by Amazon
  1,190.00 | Prime : No |  | FREE Delivery.	New	Njoy-Buying | 3 out of 5 stars  | 52% positive | 46 total rating	Not fulfilled by Amazon | 3-8 days
  1,200.00 | Prime : No |  | FREE Delivery.	New	xtronicsapp | 4.5 out of 5 stars  | 91% positive | 242 total rating	Not fulfilled by Amazon
