Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
NAMO DIGITAL INDIA	1049.00	100	6-7 days	0.0	1.0	4	83%	0	0	1	2020-07-16 23:13:56.412348
Traders JM	1199.00	13	10-12 days	150.0	1.143	5	100%	0	0	0	2020-07-16 23:13:56.412348
Cloud retail india	1199.00	9		150.0	1.143	4	78%	0	0	0	2020-07-16 23:13:56.412348
