Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Whole9Yards	1798.00	569		0.0	1.0	4.5	90%	1	0	1	2020-07-16 23:13:56.412348
Whole9Yards	1799.00	569		1.0	1.0006	4.5	90%	1	0	1	2020-07-16 23:13:56.412348
