Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Shantam International	925.00	6		0.0	1.0	4	83%	0	0	0	2020-08-01 11:59:34.764524
Cloudtail India	927.00			2.0	1.0022	4.5	89%	1	1	1	2020-08-01 11:59:34.764524
Discount Junction	1049.00	417		124.0	1.1341	3.5	61%	0	0	0	2020-08-01 11:59:34.764524
Timex Avtansh	1049.00	2		124.0	1.1341	5	100%	0	0	0	2020-08-01 11:59:34.764524
