Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
LAVIE*	699.00	2		0.0	1.0	4	100%	0	0	0	2020-08-30 05:31:35.635905
Cloudtail India	716.00			17.0	1.0243	4.5	89%	1	1	1	2020-08-30 05:31:35.635905
