Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
FUR JADEN	799.00	773		0.0	1.0	4.5	87%	1	0	0	2020-08-26 18:40:17.999267
Cloudtail India	799.00			0.0	1.0	4.5	89%	1	1	1	2020-08-26 18:40:17.999267
