Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cart2India Online	10473.00		14-21 days	0.0	1.0	3	49%	0	0	0	2020-08-30 16:36:56.225489
Cart2India SLP	10473.00		14-21 days	0.0	1.0	3	46%	0	0	0	2020-08-30 16:36:56.225489
Kiron	22035.00	482	22-30 days	11562.0	2.104	5	100%	0	0	0	2020-08-30 16:36:56.225489
