Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1049.00			0.0	1.0	4.5	89%	1	1	1	2020-08-03 05:09:31.086873
Buy More	1279.00			230.0	1.2193	4	85%	1	0	0	2020-08-03 05:09:31.086873
Big Bazaar	1406.00			357.0	1.3403	3	57%	1	0	0	2020-08-03 05:09:31.086873
Shantam International	1525.00	6		476.0	1.4538	4	83%	0	0	0	2020-08-03 05:09:31.086873
SAVERA ENTERPRISES	2000.00	33		951.0	1.9066	4	79%	1	0	0	2020-08-03 05:09:31.086873
