Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	763.00			0.0	1.0	4.5	89%	1	1	1	2020-08-30 21:57:47.536084
INFOCOM LTD	1099.00	59	6-9 days	336.0	1.4404	4	73%	0	0	0	2020-08-30 21:57:47.536084
Brands India	2099.00	254		1336.0	2.751	4	87%	1	0	0	2020-08-30 21:57:47.536084
