Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Super Suitcase store	850.00			0.0	1.0			0	0	1	2020-07-16 08:50:43.264498
Cloudtail India	896.00			46.0	1.0541	4.5	90%	1	1	0	2020-07-16 08:50:43.264498
Nasher Miles Private Limited	979.00			129.0	1.1518	4.5	97%	1	0	0	2020-07-16 08:50:43.264498
Buy More	996.00			146.0	1.1718	4	84%	1	0	0	2020-07-16 08:50:43.264498
