Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1361.00			0.0	1.0	4.5	89%	1	1	1	2020-09-05 12:09:39.419655
Olympia Industries Ltd	1361.00			0.0	1.0	4.5	89%	1	0	0	2020-09-05 12:09:39.419655
