Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Harissons Bags	2399.00	857		0.0	1.0	4	77%	1	0	1	2020-09-06 00:47:24.456883
Harissons Bags	2399.00	857		0.0	1.0	4	77%	0	0	1	2020-09-06 00:47:24.456883
