Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	599.00			0.0	1.0	4.5	89%	1	1	1	2020-08-02 22:26:01.206205
LAVIE*	799.00	1		200.0	1.3339	4	100%	0	0	0	2020-08-02 22:26:01.206205
M/S CRAFT CENTER	870.00	7		271.0	1.4524	4.5	71%	0	0	0	2020-08-02 22:26:01.206205
