Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1349.00			0.0	1.0	4.5	90%	1	1	1	2020-07-15 01:15:07.162525
Envision Entertainment	1599.00	250	5-6 days	250.0	1.1853	4.5	91%	0	0	0	2020-07-15 01:15:07.162525
