Price + Delivery	Condition	Seller Information	Delivery
  1,419.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	Cloudtail India | 4.5 out of 5 stars  | 90% positive | 1,314,149 total rating	Fullfilled by Amazon
  1,448.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	DEALS AMAZING | 4 out of 5 stars  | 81% positive | 1,266 total rating	Fullfilled by Amazon
  1,498.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	TODAY'S DEAL | 4 out of 5 stars  | 80% positive | 5,873 total rating	Fullfilled by Amazon
  1,499.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	Verizoni LLC | 3.5 out of 5 stars  | 70% positive | 1,143 total rating	Fullfilled by Amazon
  1,499.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	World Market | 4.5 out of 5 stars  | 92% positive | 37 total rating	Fullfilled by Amazon
  1,525.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	BAG STREET | 4.5 out of 5 stars  | 91% positive | 377 total rating	Fullfilled by Amazon
  1,750.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	Bag Square | 4 out of 5 stars  | 80% positive | 19 total rating	Fullfilled by Amazon
  1,899.00 | Prime : Yes | FREE Delivery | FREE Delivery. Details	New	VANYA SALES | 4.5 out of 5 stars  | 86% positive | 433 total rating	Fullfilled by Amazon
  1,899.00 | Prime : No | FREE Delivery | FREE Delivery.	New	Adventure Hut | 3 out of 5 stars  | 56% positive | 9 total rating	Not fulfilled by Amazon | 16-17 days
  1,899.00 | Prime : No | FREE Delivery | +   59.00 Delivery	New	Verizoni LLC | 3.5 out of 5 stars  | 70% positive | 1,143 total rating	Not fulfilled by Amazon | 5-6 days
