Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Brand Cart	749.00			0.0	1.0	3.5	72%	1	0	1	2020-07-31 17:55:05.198802
Brand Cart	749.00		7-9 days	0.0	1.0	3.5	72%	0	0	1	2020-07-31 17:55:05.198802
