Price + Delivery	Condition	Seller Information	Delivery
  295.00 | Prime : Yes |  |   295.00	New	Barman Retail | 4.5 out of 5 stars  | 90% positive | 56 total rating	Fullfilled by Amazon
  299.00 | Prime : Yes |  |   299.00	New	Cloudtail India | 4.5 out of 5 stars  | 90% positive | 1,315,399 total rating	Fullfilled by Amazon
  299.00 | Prime : Yes |  |   299.00	New	Desert Retail | 4 out of 5 stars  | 79% positive. | 28 total rating	Not fulfilled by Amazon
  320.00 | Prime : Yes |  |   320.00	New	BAGS KART | 4.5 out of 5 stars  | 92% positive | 79 total rating	Fullfilled by Amazon
  359.00 | Prime : Yes |  |   359.00	New	Festivals.. | 3.5 out of 5 stars  | 60% positive | 5,834 total rating	Fullfilled by Amazon
  299.00 | Prime : No |  | +   100.00 Delivery	New	INDIA'S BEST COMPETITIVE PRICES | 2.5 out of 5 stars  | 35% positive | 34 total rating	Not fulfilled by Amazon | 9-11 days
  449.00 | Prime : Yes |  |   449.00	New	Easy Home Deals | 4 out of 5 stars  | 79% positive | 324 total rating	Fullfilled by Amazon
  475.00 | Prime : Yes |  |   475.00	New	Big Bazaar | 3 out of 5 stars  | 58% positive | 5,570 total rating	Fullfilled by Amazon
  599.00 | Prime : No |  | +   75.00 Delivery	New	LVDV | 4 out of 5 stars  | 73% positive | 19 total rating	Not fulfilled by Amazon | 9-11 days
  699.00 | Prime : No |  | FREE Delivery.	New	Sumraj India Udyog | 5 out of 5 stars  | 100% positive | 1 total rating	Not fulfilled by Amazon | 2-6 days
